"Name","adamw_lr","alpha","freeze_layers","muon_lr","batch_perplexity","raw_grad_norm","test_accuracy","test_combined_score","test_pearson","train_loss","val_accuracy","val_combined_score","val_pearson"
"fluent-sweep-232","0.00008618746998349424","0.05486309607137487","1","0.00032323841997902405","1.3310396671295166","0.9999997961897948","0.8642175766186321","0.8721625385573727","0.8801075004961133","0.2859603464603424","0.866","0.8688762576195987","0.8717525152391975"
"colorful-sweep-262","0.000040506847464206966","0.10714878307427192","2","0.00038578588676153815","1.3505839109420776","0.999999689603444","0.862796833773087","0.8721469534886962","0.8814970732043054","0.30053699016571045","0.87","0.8734713674651494","0.8769427349302988"
"revived-sweep-315","0.00005564016890454931","0.1230908771207159","6","0.0005880508256388772","1.4166632890701294","0.9999998097932278","0.8611731276638929","0.8721020209921901","0.8830309143204874","0.3483043313026428","0.872","0.8749655094365127","0.8779310188730255"
"unique-sweep-266","0.00008372086499663537","0.08680031712034258","5","0.000739515559446191","1.2695485353469849","0.9999996462728536","0.8629997970367363","0.8720456991969927","0.881091601357249","0.23866137862205505","0.856","0.8659744872971491","0.8759489745942983"
"deft-sweep-49","0.000044021190432983345","0.11105368871449137","2","0.0004382599190402154","1.3287572860717771","0.999999776503025","0.8654353562005277","0.872001229940016","0.8785671036795044","0.2842441499233246","0.862","0.8681326951121402","0.8742653902242803"
"snowy-sweep-228","0.00008720830046241415","0.12169415008442123","2","0.0003583835973905424","1.3719483613967896","0.9999997734489848","0.8634057235640349","0.8719973645557817","0.8805890055475286","0.316231906414032","0.866","0.8701914803781332","0.8743829607562665"
"devoted-sweep-299","0.000047696016882203384","0.10706312671943166","1","0.00034695388534819287","1.5535393953323364","0.9999998505387911","0.8644205398822813","0.8719778755831914","0.8795352112841015","0.4405357837677002","0.874","0.871074006234462","0.8681480124689239"
"proud-sweep-343","0.000049258941094988297","0.08081091164913808","4","0.0006894804295645418","1.289766788482666","0.9999995435619928","0.8646235031459306","0.8719302430272297","0.8792369829085287","0.2544613778591156","0.87","0.8703647672729905","0.870729534545981"
"zesty-sweep-293","0.00008250960847483525","0.07520602269401441","6","0.000609770825865835","1.3118489980697632","0.9999996937951814","0.8599553480819971","0.871899014036051","0.8838426799901049","0.2714376747608185","0.856","0.8650867573559157","0.8741735147118314"
"atomic-sweep-307","0.00009063799796547152","0.07390825734969858","1","0.00034929131287341056","1.3194031715393066","0.9999996829512656","0.8625938705094378","0.8718824848394422","0.8811710991694466","0.27717944979667664","0.87","0.8739638745162788","0.8779277490325575"
"sunny-sweep-34","0.00007320143414948087","0.1022571470117934","2","0.0006907210409973963","1.363466739654541","0.9999997917942348","0.8646235031459306","0.8718720393453986","0.8791205755448666","0.3100305497646332","0.86","0.8623425100921103","0.8646850201842206"
"misty-sweep-62","0.00003937346936835671","0.0752747166859061","2","0.00048335254517121144","1.294890284538269","0.9999999487872115","0.8644205398822813","0.8718565610315725","0.8792925821808637","0.2584259510040283","0.868","0.8676822273157556","0.8673644546315114"
"unique-sweep-357","0.000044644181476096725","0.10832027692457535","4","0.00033550987367770446","1.5148555040359497","0.999999892748593","0.8629997970367363","0.8718541697876865","0.8807085425386367","0.415320098400116","0.868","0.8708510242627218","0.8737020485254435"
"mild-sweep-278","0.00008351683892394463","0.0679812563815961","4","0.000598100993611866","1.230827808380127","0.9999997452269062","0.8617820174548406","0.8718417631654306","0.8819015088760206","0.20768694579601288","0.86","0.8678444945923911","0.8756889891847822"
"earnest-sweep-65","0.00005812599864518895","0.07731885071140167","3","0.00042563161424309263","1.2955880165100098","0.9999997733065298","0.8636086868276842","0.8718382552597526","0.8800678236918209","0.2589646875858307","0.866","0.8698631687305374","0.8737263374610749"
"toasty-sweep-275","0.00007191719792332821","0.06627547418996357","5","0.0005203524057491203","1.298359751701355","0.9999997965014272","0.860564237872945","0.8718257557806393","0.8830872736883334","0.26110172271728516","0.862","0.8660799979998184","0.8701599959996369"
"exalted-sweep-104","0.00005577938397519979","0.12379316841488187","5","0.0003446188382966174","1.4165544509887695","0.9999997648334495","0.8595494215546986","0.8718247347644472","0.8841000479741958","0.34822750091552734","0.856","0.866359482207378","0.876718964414756"
"flowing-sweep-384","0.00005183789802851518","0.06261525973531559","3","0.0005078367212304057","1.308053493499756","0.9999998676428054","0.8638116500913334","0.8717692584678653","0.8797268668443973","0.2685401439666748","0.872","0.8683966161888366","0.864793232377673"
"wandering-sweep-38","0.0000899924735645752","0.09407761972561623","6","0.0007147319379004346","1.3176817893981934","0.9999997402194436","0.8617820174548406","0.8717653003344192","0.8817485832139977","0.27587392926216125","0.856","0.861502045876288","0.867004091752576"
"playful-sweep-66","0.00008360909472016928","0.07666398855270597","1","0.00033490206553596244","1.329270839691162","0.9999998284104934","0.862796833773087","0.8717627871857357","0.8807287405983845","0.28463059663772583","0.864","0.86947009927936","0.87494019855872"
"devout-sweep-159","0.00007166879615228164","0.08842334475029623","2","0.0006142198444502794","1.4544206857681274","0.9999998451116732","0.8642175766186321","0.8717605433191831","0.879303510019734","0.3746076822280884","0.87","0.8702374822418533","0.8704749644837066"
"different-sweep-107","0.00006241995584552532","0.09908027703039957","2","0.0004659372782981704","1.4048504829406738","0.9999998550157072","0.8646235031459306","0.8717151771414701","0.8788068511370095","0.33993086218833923","0.876","0.8715837162111284","0.8671674324222569"
"lyric-sweep-257","0.0000717768364332498","0.09603328576278156","4","0.0004895157152167404","1.337715744972229","0.9999997362144428","0.862796833773087","0.8716740464345925","0.880551259096098","0.2909635305404663","0.882","0.8739835749180608","0.8659671498361216"
"deep-sweep-179","0.0000586271457776871","0.05591458361537046","1","0.0003805383318155972","1.3653894662857056","0.9999998854599248","0.8650294296732292","0.8716552744009071","0.878281119128585","0.3114396631717682","0.87","0.872377043445122","0.874754086890244"
"trim-sweep-71","0.0000529134792822924","0.08814990687732592","4","0.00040998247327069795","1.5029983520507812","0.999999857458148","0.86198498071849","0.871609050583133","0.881233120447776","0.4074620604515076","0.866","0.8680681178302316","0.8701362356604632"
"prime-sweep-30","0.00006369577933637597","0.10804860154986146","4","0.000504982583603103","1.43472421169281","0.9999999297164084","0.862796833773087","0.8715924393934054","0.8803880450137237","0.3609726130962372","0.876","0.8736803812651464","0.8713607625302927"
